"","x"
"lambda0.type","gamma"
"lambda0.shape","14.6993016078754"
"lambda0.rate","2897.58209588417"
"lambda1.type","normal"
"lambda1.mean","0.00145419377992204"
"lambda1.sd","0.00235457691688837"
"sigma0.type","gamma"
"sigma0.shape","50.3993868083109"
"sigma0.rate","10.9174752532201"
"sigma1.type","normal"
"sigma1.mean","0.08595036315469"
"sigma1.sd","0.305669449164338"
"xi.type","normal"
"xi.mean","-0.0631104086187439"
"xi.sd","0.230008514599021"
