"","x"
"lambda0.type","gamma"
"lambda0.shape","14.701775015066"
"lambda0.rate","2897.23205537654"
"lambda1.type","normal"
"lambda1.mean","0.00145158249330416"
"lambda1.sd","0.00234964537893514"
"sigma.type","gamma"
"sigma.shape","2.52343274006458"
"sigma.rate","0.0203463952179025"
"xi.type","normal"
"xi.mean","-0.0568204620312704"
"xi.sd","0.227107766334995"
