"","x"
"lambda.type","gamma"
"lambda.shape","35.0647515319527"
"lambda.rate","6093.89663935685"
"sigma.type","gamma"
"sigma.shape","2.44138805472231"
"sigma.rate","0.0193958778923344"
"xi0.type","normal"
"xi0.mean","-0.0917160560642431"
"xi0.sd","0.234520129626768"
"xi1.type","normal"
"xi1.mean","0.0358694425813733"
"xi1.sd","0.266331447355474"
