"","x"
"lambda0.type","gamma"
"lambda0.shape","14.7026454426073"
"lambda0.rate","2897.34621567024"
"lambda1.type","normal"
"lambda1.mean","0.00145172700444047"
"lambda1.sd","0.00234978514230131"
"sigma.type","gamma"
"sigma.shape","2.44132816310842"
"sigma.rate","0.0193954562565023"
"xi0.type","normal"
"xi0.mean","-0.0917337641008699"
"xi0.sd","0.234575486886004"
"xi1.type","normal"
"xi1.mean","0.0359441060154709"
"xi1.sd","0.266408733367112"
