"","x"
"mu.type","gamma"
"mu.shape","2.52297545489972"
"mu.rate","0.00152850769710258"
"sigma.type","gamma"
"sigma.shape","1.79626789246041"
"sigma.rate","0.0126558544756022"
"xi0.type","normal"
"xi0.mean","-0.236534957447089"
"xi0.sd","0.41786309855039"
"xi1.type","normal"
"xi1.mean","0.257045883196723"
"xi1.sd","0.783220780397353"
