"","x"
"mu0.type","gamma"
"mu0.shape","2.49802902717431"
"mu0.rate","0.00154416394009909"
"mu1.type","normal"
"mu1.mean","58.0386104608594"
"mu1.sd","101.667156820666"
"sigma0.type","gamma"
"sigma0.shape","31.3141297449503"
"sigma0.rate","6.58158739817331"
"sigma1.type","normal"
"sigma1.mean","-0.0702397844070253"
"sigma1.sd","0.477474809965895"
"xi.type","normal"
"xi.mean","-0.118675483081098"
"xi.sd","0.307720274708758"
