"","x"
"mu.type","gamma"
"mu.shape","2.52184438069667"
"mu.rate","0.00153009202611682"
"sigma0.type","gamma"
"sigma0.shape","33.3268726788152"
"sigma0.rate","6.9528448789866"
"sigma1.type","normal"
"sigma1.mean","-0.128402932425756"
"sigma1.sd","0.452475107795593"
"xi.type","normal"
"xi.mean","-0.120265381269783"
"xi.sd","0.314863106578109"
