"year","counts","time_length","excesses"
1929,0,110,NA
1930,1,365,3854.43652332611
1931,2,365,3875.33854226075,3871.67377666248
1932,0,366,NA
1933,1,365,3930.6826736626
1934,1,365,3869.67069693168
1935,1,365,3886.83426485685
1936,3,366,3853.58526291776,3920.77415307403,4073.5749971484
1937,1,365,3890.28424774723
1938,1,365,3880.74358389415
1939,1,365,3935.98494353827
1940,1,318,3855.76949755924
1941,2,365,3876.23622675944,3877.30261206798
1942,0,365,NA
1943,2,365,3908.0735713471,3869.48032394206
1944,2,366,3929.76719516368,3870.29622447816
1945,2,365,4161.13562221969,3885.91342534504
1946,4,365,3874.94661799932,3846.21204516939,3881.21158891297,3925.69579103456
1947,2,365,3912.68518307289,3848.43937492871
1948,1,366,3858.74575111212
1949,3,365,3847.69259723965,3849.26953347781,3851.63841679024
1950,1,365,4022.04288810311
1951,0,365,NA
1952,0,366,NA
1953,2,358,3915.65834442116,3903.13060339911
1954,2,365,3926.06878065473,4017.82274438234
1955,1,365,3985.52709022471
1956,1,366,3863.66670468803
1957,1,206,3845.47901042083
1958,1,91,3964.37816652463
1959,5,365,3914.43104824912,3920.72989620167,4008.79171894605,3845.50119767309,4115.53009539338
1960,2,326,3862.05447872899,3964.71229218066
1961,3,302,3854.46465242902,3903.83035208196,3853.95222749723
1962,6,365,3916.97651908606,3886.30194397485,3854.5300721829,3944.06775284378,3855.16081884878,3943.14129649596
1963,3,179,4157.04674809716,4111.90065042966,3928.04361388213
1964,2,366,3924.1075624501,4001.04973194936
1965,1,365,3894.09992015513
1966,4,365,3853.04414280826,3878.74997148397,3911.65335918786,3910.26953347781
1967,4,365,4006.23428766967,3858.62279000798,3974.93258811452,3872.728071176
1968,2,366,3887.25259438887,4150.19887019587
1969,0,287,NA
1970,2,321,4025.93613673485,3917.72339454774
1971,4,365,3935.11029998859,3887.79183301015,3848.63459452219,3893.1052230154
1972,2,317,3860.91848035513,3953.32933925783
1973,4,356,3878.81319918711,3860.94072314723,3851.11740844437,3883.85665790256
1974,1,217,3873.67821664352
1975,2,266,3855.5322209452,3867.10618238318
1976,1,55,4209.95362608573
1977,4,234,4363.10062695873,3973.75839572457,3876.86272294427,3932.49475481496
1978,2,265,4173.89911206373,4134.26674067101
1979,6,365,3923.08982077934,4280.59900293971,4121.51388677264,3860.77221398426,4139.81635679252,3871.70890840652
1980,7,295,3845.6431522451,3917.05458146833,4096.06691023263,4099.92592700005,3899.06143515564,3982.61045497431,3929.07468756235
1981,2,349,3879.3897255974,4064.16832717148
1982,1,365,4173.45451400848
1983,0,365,NA
1984,0,332,NA
1985,2,365,3867.35827535075,3895.75533249686
1986,3,358,3905.46462447281,3853.26672325233,3908.44968207518
1987,2,365,4002.51445245531,3965.87110756245
1988,3,366,3851.25139728527,3900.87430135736,3905.33283905555
1989,1,365,3876.08531994981
1990,2,365,3965.33257534318,4039.48163819237
1991,1,344,3952.01931319308
1992,2,366,3898.7307310099,3890.6963670469
1993,5,361,3951.94055742127,3956.80961182984,3890.20130796307,3949.64799817497,3849.6311758896
1994,3,344,4022.88841218332,3922.39641773631,3873.16543792566
1995,5,363,4032.20228063126,3918.12095292509,3916.68009516302,3948.93204945525,4069.82163540256
1996,0,305,NA
1997,4,365,4356.90315957568,3886.46983004449,3850.80415193339,3846.81909433101
1998,2,365,3911.5014258013,3883.30963819812
1999,3,314,3910.50400343138,3900.85525265199,3872.76468575339
2000,2,366,3877.65906239307,4146.33500627353
2001,4,362,3901.76297479183,4006.0225846926,3943.3371734915,3853.38002907496
2002,1,365,3909.41975590282
2003,2,362,3960.92934141029,3926.77045011338
2004,1,366,3933.06956880585
2005,1,339,3899.26496061605
2006,1,365,3966.59336146915
2007,2,365,3915.46241587772,3860.0055891411
2008,1,357,3868.55179255368
2009,1,352,3910.23040949013
2010,4,365,3922.9120565758,3864.74244325311,3924.22835633626,3963.60260066157
2011,5,365,3972.65872020075,3985.9547165507,3908.7819094331,3884.87213413939,3889.17041177142
2012,4,366,3932.46583780084,3866.24284247747,3920.22961104141,3881.40538382571
2013,4,365,3884.72636021444,3944.88046081898,3872.14212387362,4020.74837458652
2014,3,365,4066.4505532109,3912.25379263146,3852.48648340367
2015,4,365,3894.75807003536,4104.63225732862,4002.21398425915,4014.46150336489
2016,8,366,3943.18079160488,3886.31310596555,4080.40059313334,4058.67480323942,3898.54716550702,3926.39831185126,3887.84088057488,3966.71483973993
2017,2,365,4040.96258697388,3972.77666248432
2018,6,365,4028.09695448842,3955.32314360671,4011.56199384054,3974.98254819208,3845.4787270446,3846.4787270446
