"year","counts","time_length","excesses"
1904,1,365,665.692369111441
1905,3,365,601.142808258241,740.543743583894,743.787726702407
1906,2,365,1077.33283905555,616.965210448272
1907,1,365,594.273867913768
1908,2,366,651.722824227216,814.774267138132
1909,2,365,658.484316185696,607.999087487168
1910,2,365,939.626211931105,742.513972852743
1911,0,365,NA
1912,2,366,847.367628607277,648.273639785559
1913,3,365,629.405611953918,604.349492414737,624.382114748489
1914,2,365,653.457168928938,610.34618455572
1915,0,327,NA
1916,3,245,878.528087579287,603.359643486084,632.699000480329
1917,1,365,610.208851374472
1918,3,365,613.416562107905,595.293144747348,617.595984943538
1919,2,365,823.058857077678,1306.74700581727
1920,2,366,602.949241473708,669.028744154215
1921,4,345,647.192385058717,651.80977648566,598.279036209624,752.782401100693
1922,2,365,620.778515465909,604.095357590966
1923,2,365,644.217178054066,1009.62621193111
1924,2,366,670.1898026691,637.874643549675
1925,1,365,593.444621877495
1926,0,365,NA
1927,1,365,770.197216835862
1928,0,366,NA
1929,1,292,778.719072368521
1930,1,326,677.007414166762
1931,0,365,NA
1932,1,366,1342.95380403787
1933,4,349,851.196964957333,821.650826027254,944.003854429216,859.283197419977
1934,3,365,1731.08531994981,719.490212127565,654.38892320319
1935,1,340,612.109694276533
1936,1,366,847.2577848751
1937,2,365,603.283677426714,666.117486027147
1938,6,365,770.679936124102,607.121592334892,632.892665678111,664.895859473024,847.195391810197,641.396943082012
1939,1,365,602.767195163682
1940,2,366,760.738451009467,709.076080757386
1941,2,365,645.166077335462,1560.50815558344
1942,4,365,622.68894718832,628.28641496521,761.234515797878,1614.12056575796
1943,1,259,644.037824068917
1944,3,366,619.3257670811,849.874301357363,604.479981749743
1945,3,365,692.943994524923,624.381658492073,665.613208623246
1946,3,365,617.313676286073,697.102201437208,880.048477244211
1947,3,365,929.491958480666,724.101859244896,598.658035816129
1948,1,366,600.818752138702
1949,2,365,661.425345043915,1360.17394775864
1950,3,365,604.560396943082,636.231322002966,739.015740846356
1951,0,365,NA
1952,2,366,770.904870537242,783.027033192654
1953,1,365,698.822972510551
1954,4,365,643.334892209422,620.763545112353,595.221284361811,625.088970001141
1955,0,365,NA
1956,1,352,729.397805690691
1957,4,365,1617.22892665678,693.658263944337,606.090452834493,611.197330899966
1958,3,365,596.404129120566,823.749743355766,604.665678111098
1959,0,365,NA
1960,2,366,637.04927569294,596.313105965553
1961,3,365,632.521843275921,2489.36797079959,624.1388160146
1962,1,365,598.675715752253
1963,3,365,1334.20257784875,663.27592106764,722.195619938405
1964,2,366,615.937720999201,798.253222310939
1965,1,365,690.542831071062
1966,1,365,714.184783848523
1967,3,365,619.605566328276,809.055654344867,667.109036345551
1968,1,358,618.520123376463
1969,3,365,972.48271928824,625.98186380746,621.290065016539
1970,3,365,620.287669670355,781.279342990761,628.772442112467
1971,5,365,775.865374829697,713.847080255981,974.202669222047,667.943781043563,667.140801141806
1972,0,0,NA
1973,7,360,625.516187155866,682.776362533334,620.420416259008,707.319297941829,964.873502908635,697.245694080073,637.223109387476
1974,2,365,633.655982662256,595.316984145089
1975,1,348,601.100013866425
1976,0,262,NA
1977,1,352,826.648910687807
1978,0,354,NA
1979,4,279,640.713419355963,626.389644304033,686.928483131454,729.717122346693
1980,3,362,669.312307516824,1021.26151121039,708.212919902076
1981,1,365,687.118246695735
1982,2,361,728.554568608216,651.651306033991
1983,4,365,674.517394775864,664.884567126725,1412.79913311281,722.925276683798
1984,0,188,NA
1985,3,363,611.296794798677,649.324056119539,615.967605794456
1986,2,365,625.929622447816,739.029770731151
1987,0,365,NA
1988,2,362,679.865716474775,789.360640622146
1989,3,365,885.333979696589,774.646857533934,954.292004106308
1990,2,365,707.956199384054,632.359415991787
1991,3,365,691.307744952663,628.987452948557,603.139158206912
1992,2,366,677.864035588,703.817041177142
1993,1,365,777.350747119881
1994,0,352,NA
1995,3,365,726.422721569522,726.037641154329,641.568039238052
1996,3,366,919.710961560397,677.164480438006,778.848294741645
1997,3,365,789.758412227672,696.263602144405,744.341736055663
1998,4,365,610.557203148169,673.321065072517,1308.70979553904,621.675348179623
1999,0,359,NA
2000,1,366,600.752252766054
2001,2,365,835.560967263602,788.268620964982
2002,3,365,944.829360100376,713.280825824113,609.373788068895
2003,5,365,1287.80700353599,620.524808942626,648.542032622334,758.298505760237,606.193110528117
2004,5,366,598.78441884339,754.558229725106,621.444964069807,677.012204859131,711.440857762062
2005,2,365,904.170411771416,682.11246720657
2006,1,365,1047.25276605452
2007,4,365,604.44701722368,607.272727272727,677.392950838371,620.001939089768
2008,1,363,2162.14037219026
2009,5,211,729.384162885339,692.023136591169,748.411410801275,649.035986376137,634.791352695012
2010,3,365,757.73400250941,809.371506786814,722.521272955401
2011,2,365,606.18809170754,613.670354739364
2012,0,366,NA
2013,0,365,NA
2014,0,365,NA
2015,4,365,783.023155013117,736.977871563819,731.535188776092,618.321204516938
2016,3,366,617.833694536329,629.979924717691,698.024067525949
2017,3,365,768.541120109501,799.118854796396,684.484772442112
2018,4,365,760.463328390555,793.463328390555,717.463328390555,636.463328390555
