"year","counts","time_length","excesses"
1935,0,183,NA
1936,2,366,1698.83951180563,1637.32382799133
1937,1,365,1678.34926428653
1938,3,365,1781.04060682103,1676.04653815444,1652.23155013117
1939,3,348,1663.00047244594,1788.79789459719,1644.14761514014
1940,3,366,1725.98220599977,2178.98334664081,1659.15181932246
1941,1,365,1762.68940344474
1942,1,365,1765.60186759398
1943,0,237,NA
1944,2,348,1678.07851007844,1754.4089537878
1945,2,344,1670.1392733473,1645.36536461016
1946,3,365,1649.45108980434,1659.21387019505,1637.1275236683
1947,3,365,1683.09832325767,2179.82057716437,1740.17679936124
1948,2,366,1639.31105281168,1682.9859701152
1949,2,365,1698.07859016767,1711.52241359644
1950,0,365,NA
1951,3,365,1684.57670810996,1638.12159233489,1707.60807573857
1952,1,366,1731.61879776434
1953,3,365,1655.20782479754,1794.2293829132,1695.97536215353
1954,5,365,1691.85160260066,1640.08178396259,1676.34458765826,1652.20793886164,1806.70468803468
1955,0,365,NA
1956,3,366,1681.24432531082,1640.28105395232,1641.11554693738
1957,3,365,1684.82012090795,1730.50336489107,1738.71255845785
1958,3,365,1712.38508041519,1749.03228014144,1690.99817497434
1959,2,357,1708.52649988593,1762.47072253906
1960,3,354,1863.59322124437,1748.98577811093,1668.99786890596
1961,3,358,1707.68978176098,1716.25029276817,1708.18328948674
1962,4,338,1761.01071049735,1694.05428298509,1641.58691582312,1681.53230104638
1963,2,340,1740.09796487935,1680.7446912734
1964,2,346,1725.41504601276,1675.07011616218
1965,2,365,1662.5382685069,1654.14565986084
1966,0,365,NA
1967,3,349,1695.96857897757,1670.92330633542,1669.51951940717
1968,1,366,1670.77860157408
1969,3,365,1840.89631572944,1692.2690772214,1663.02030341052
1970,1,365,1699.64195277746
1971,2,365,1646.37002395346,1953.5505102692
1972,2,361,1779.37633438235,1647.80022260007
1973,3,360,1716.6698460612,1650.69636228016,1804.87719122722
1974,2,74,1644.70620968221,1803.23584265951
1975,0,56,NA
1976,0,327,NA
1977,1,215,1788.76214451433
1978,1,258,1698.78113214813
1979,3,303,1681.71362756874,1664.68792089137,1765.2730707598
1980,6,363,1720.37156825179,1702.42312522681,1743.81208382154,1699.23742886545,1643.63847825521,1683.54631445916
1981,3,365,1740.15432873275,1703.83335234402,1933.80187065131
1982,0,360,NA
1983,2,362,1740.60424593267,1666.29946664671
1984,2,366,1644.63830272613,1783.67525949584
1985,2,365,1680.7450667275,1702.21421238736
1986,2,365,1777.11509068096,1791.15661001483
1987,1,365,1758.90258925516
1988,1,357,1693.07502171668
1989,1,362,1729.17383369454
1990,2,365,1671.70384856971,1723.3117371963
1991,1,365,1674.77506558686
1992,1,366,1700.17428995095
1993,4,365,1715.14588798905,1931.29063533706,1649.1076765142,1770.14132542489
1994,3,365,1701.89437663967,1730.42511691571,1697.07265883426
1995,2,361,1658.46391747165,1672.90123924649
1996,1,364,1645.99150372519
1997,0,365,NA
1998,4,365,1643.75259495837,1711.76696703547,1729.95791034561,1648.41302612068
1999,5,365,1678.84749629292,1781.0793886164,1687.13071746321,1656.67217976503,1655.83973993384
2000,1,347,1656.70757390483
2001,2,358,1850.85711293538,1636.79403548585
2002,2,365,1720.19504961789,1711.98414508954
2003,2,365,1778.29964640128,1676.58857077678
2004,0,366,NA
2005,1,365,1783.35930192768
2006,3,365,1653.39705714612,1657.16756016881,1636.09467320634
2007,3,365,1710.69624729098,1714.92289266568,1697.77187179195
2008,1,366,1706.08589027033
2009,1,365,1844.60123189232
2010,3,365,1776.25379263146,1678.2889243755,1686.49150222425
2011,0,365,NA
2012,5,366,1665.81943652333,1785.39865404357,1738.23839397742,1693.24991445192,1650.04174746207
2013,0,365,NA
2014,0,343,NA
2015,3,365,1678.1898026691,1682.23360328505,1852.09501539865
2016,4,366,2534.80221284362,1664.09433101403,1804.98551385879,1656.16391011749
2017,2,365,2366.75521843276,1679.5694080073
2018,4,365,1694.37629747918,1663.78681418957,1865.78681418957,1649.78681418957
