"year","counts","time_length","excesses"
1911,0,134,NA
1912,2,366,1274.33626097867,1285.12877837345
1913,2,365,1288.98973423064,1322.15501311737
1914,5,365,1382.04938975704,1290.31139500399,1308.93099121706,1308.62826508498,1577.72932588115
1915,4,365,1515.62849321319,1325.07984487282,1280.90247519106,1313.33238279913
1916,1,366,1291.66955629064
1917,1,365,1273.31675601688
1918,3,365,1460.69658948329,1555.60647884111,1418.90464240903
1919,4,347,1330.55289643517,1377.52455902988,1361.09909992186,1272.74002612238
1920,4,365,1613.70751785274,1316.11857068003,1320.17817865299,1323.20528311852
1921,0,16,NA
1922,0,30,NA
1923,4,365,1309.78376565598,1394.08646059085,1299.77711874073,1263.62621193111
1924,3,366,1292.34664081214,1469.6316870081,1314.77016083039
1925,1,365,1384.36591764572
1926,1,365,1318.49595072431
1927,4,365,1463.8498916391,1279.9264286529,1345.19881373332,1359.184213528
1928,4,366,1270.75784190715,1266.36808486369,1288.93452720429,1408.59929280256
1929,6,365,1322.37766624843,1322.22835633626,1373.05634766739,1291.73810881716,1266.47199726246,1298.34435953006
1930,2,365,1296.44633283906,1428.57043458424
1931,2,365,1352.61149766169,1524.76833580472
1932,4,366,1370.3768677997,1446.58822858446,1522.09832325767,1303.83631801072
1933,3,365,1594.35827535075,1343.42180905669,1446.5664423406
1934,1,365,1329.61115546937
1935,1,365,1514.13550815558
1936,1,366,1305.80757385651
1937,3,365,1375.94502110186,1305.19573400251,1276.79206113836
1938,1,330,1280.51200486439
1939,2,365,1480.9632713585,1347.13539409148
1940,4,366,1352.31493099122,1326.63716208509,1438.54226075054,1322.1812478613
1941,0,365,NA
1942,2,365,1463.31242158093,1273.6572373674
1943,2,365,1393.04026462872,1542.70594273982
1944,4,366,1349.76548420212,1318.02452378237,1311.5410060454,1646.05303980837
1945,4,365,1306.44074369796,1431.27455229839,1400.85148853656,1340.03056917988
1946,2,365,1274.36489106878,1282.73605566328
1947,2,365,1277.91593475533,1671.69373788069
1948,2,366,1448.72875556063,1274.24409718262
1949,3,365,1307.13299874529,1354.14200980951,1323.79822059998
1950,4,365,1277.37333181248,1392.38416790236,1980.73525721455,1364.30763088856
1951,1,350,1416.9097815812
1952,2,366,1275.84247747234,1304.44815786472
