"year","counts","time_length","excesses"
1938,1,196,945.088342458202
1939,2,365,914.220086498352,937.465951864948
1940,4,366,958.447701608304,894.970457397057,1082.61856963614,932.466750313676
1941,2,365,960.241131515912,928.569750199612
1942,4,365,959.387703889586,960.028630090111,1356.30238393977,1269.81145203604
1943,2,365,1091.04323029543,1030.86141211361
1944,5,366,1762.25582299412,899.463761855758,1110.18966581378,1291.00054752931,1136.85625643771
1945,3,315,1150.34235598591,996.828953453685,964.750363286011
1946,1,365,928.768335804722
1947,3,365,991.796281510209,1146.46629405726,1389.42694194137
1948,1,366,1034.9460476788
1949,1,365,938.527090224706
1950,3,365,901.2946275807,1926.2209421695,976.710391239877
1951,1,365,1149.68917531653
1952,3,366,910.526519904186,931.534162199156,898.735713470971
1953,3,314,957.544884224934,972.370716935558,1641.15832957386
1954,4,365,935.130611996582,901.800966735945,2303.39557431276,1017.65552640584
1955,2,365,1015.51089312193,1125.26360214441
1956,4,366,983.866088741873,1138.22755788753,984.133455001711,937.044599064674
1957,0,365,NA
1958,7,365,944.059655526406,1245.01893464127,1181.74803239421,1026.0168814874,1094.43869054409,942.399794684613,1098.96406980723
1959,4,365,1078.00524694879,1018.91456598608,917.937835063306,1097.84510094673
1960,6,366,1119.29953233717,1331.95015398654,1086.68096270104,909.207320900002,1671.17447119567,1034.67726576622
1961,5,345,1005.81619584492,1193.92683802583,1012.25614109415,1218.42386221056,1046.40401505646
1962,3,365,1229.58013003308,932.056575795597,1147.79206113836
1963,4,365,935.592791148626,916.681528346167,1037.52071380488,1277.80589102725
1964,1,91,897.758630456739
1965,1,365,903.089629000972
1966,3,365,1183.02805976959,968.764001368769,1319.24450882253
1967,4,320,924.410928350304,982.843231304564,1071.90745544873,947.281644429958
1968,3,365,1515.2210562336,913.235086118399,952.705714611612
1969,3,346,951.425803955517,911.934872051787,1041.88194630752
1970,3,365,895.361012889244,1142.54248887875,965.307630888559
1971,6,355,931.877387382324,903.079394910555,937.176577527186,911.348586196058,895.21068269429,900.851951087127
1972,9,366,1314.6998818479,1339.76092163796,926.43116231322,1059.18250256644,1054.6921267688,1108.92418146568,1069.15259148847,1103.10457050067,1082.27156034897
1973,3,300,922.391213594089,1288.47573509517,914.831527318353
1974,4,365,985.002053153873,953.841114881775,1371.09639034659,1046.83130536883
1975,1,230,947.723796702462
1976,1,356,1072.37362633487
1977,3,171,1368.70080742021,921.575484951547,1267.60681162438
1978,1,159,1290.42919551296
1979,1,320,1289.83047014245
1980,5,359,1055.9873464173,1074.77130900427,1050.82910034755,955.525005446214,989.001451208733
1981,0,364,NA
1982,0,360,NA
1983,3,365,942.10312372703,999.377790089526,927.733213837672
1984,2,359,1114.83701217234,1003.34874758862
1985,2,317,1389.66267293806,892.819168888784
1986,1,363,1027.94638987111
1987,2,365,1140.45545796738,1448.23029542603
1988,1,366,1333.27854454203
1989,2,365,1000.87133569066,1029.24694878522
1990,2,365,1164.52674803239,1154.15603969431
1991,3,365,1289.09706855253,1503.96156039694,1025.05144291092
1992,1,366,1401.55822972511
1993,4,360,955.17451807916,1088.16094445078,893.628117866186,903.7389881753
1994,1,352,1170.68928938063
1995,3,363,1060.78282194593,941.744261361114,972.182609712887
1996,4,366,1007.62221276981,892.643321546709,897.292004106308,986.139728527432
1997,3,365,1050.49241473708,1003.93418501198,1009.96235884567
1998,3,365,937.355651876355,1000.79822059998,915.765256073914
1999,1,365,893.975248089426
2000,2,366,904.595072430706,928.805520702635
2001,1,365,1083.43937492871
2002,4,365,1179.58686640736,915.945483950422,1181.57340684309,957.248780403028
2003,4,336,1046.30647894159,1044.55981531664,936.208611940339,993.535177470166
2004,1,346,907.300015831113
2005,5,351,899.856990851074,913.772583414094,947.241587772328,1101.31105281168,1219.77985627923
2006,4,365,932.814645830957,911.810995779628,1041.74278544542,1246.66773126497
2007,2,365,1302.23348922094,1061.16640874774
2008,2,333,934.576783641178,1130.64750338567
2009,2,365,920.507699327022,924.17166647656
2010,4,365,896.404357248774,914.271358503479,895.569293943196,1037.08349492415
2011,3,355,938.773012432987,1356.17626294761,933.541039952288
2012,3,356,1057.02912025342,991.248237397253,1845.25984113636
2013,2,365,1001.01939400507,934.799247176913
2014,3,365,943.64503250827,918.580700353599,985.656552982776
2015,0,349,NA
2016,3,366,896.838282159108,943.046766282651,1028.13824569408
2017,6,365,1011.73616972739,902.323942055435,956.813961446333,924.684156495951,896.471769134253,1055.13288468119
2018,8,365,962.923120793886,901.437892095357,1100.81361925402,901.769020189347,1126.1104140527,1114.1104140527,1030.1104140527,914.110414052698
