"year","counts","time_length","excesses"
1978,1,213,1163.75761377894
1979,0,347,NA
1980,0,354,NA
1981,4,359,1139.19519941711,1359.19157558416,1161.11116039082,1419.9434861579
1982,2,365,1205.80073001027,1103.84213528003
1983,3,365,1282.88650621649,1136.90886278088,1126.83780084407
1984,2,366,1160.38382571005,1379.77027489449
1985,3,365,1109.57625185354,1163.79972051378,1247.21514198064
1986,0,356,NA
1987,1,337,1176.21558115661
1988,2,361,1409.86610328556,1227.40585462581
1989,3,360,1269.46492528801,1148.46774187975,1333.23699019731
1990,1,365,1199.14702863009
1991,2,365,1325.81053952321,1218.87236226759
1992,2,366,1289.90601117828,1320.92848180678
1993,4,365,1178.05418044941,1255.24717691343,1138.57579559713,1357.54499828904
1994,0,365,NA
1995,2,361,1158.24148357611,1156.90918081432
1996,1,366,1159.75852629178
1997,3,365,1163.17508839968,1126.46070491616,1300.20052469488
1998,3,365,1162.55446560967,1147.93715067868,1179.34025322231
1999,2,339,1220.40848617727,1525.43751596842
2000,4,349,1145.62336726334,1412.48740285134,1115.98386638745,1151.57492170136
2001,2,365,1233.92175202464,1263.61503364891
2002,1,365,1120.33295311965
2003,3,365,1113.16117257899,1782.47815672408,1219.39762746664
2004,2,366,1193.45773924946,1294.57248773811
2005,2,365,1170.02087373104,1161.24124558002
2006,2,365,1432.4674346983,1637.37298962017
2007,4,365,1181.66430934185,1274.53610128892,1129.36420668416,1113.48078019847
2008,2,366,1213.82342876697,1262.93612410175
2009,4,365,1116.71404129121,1240.52537926315,1330.08543401392,1152.16356792517
2010,2,365,1144.47701608304,1168.78316413825
2011,2,365,1225.12074554146,1139.9660746164
2012,2,322,1216.5101349828,1391.30703515823
2013,2,365,1154.10890580954,1257.46378464697
2014,3,365,1138.43082012091,1161.21546709251,1172.75487624045
2015,2,365,1124.98745294856,1385.66408121364
2016,3,366,1138.49412569864,1242.01802212844,1295.3768677997
2017,2,365,1296.78396258697,1209.65016539295
2018,3,365,1103.3002167218,1138.26896315729,1166.90430021672
