"year","counts","time_length","excesses","excesses"
1976,2,274,619.701152047451,637.701152047451
1977,1,365,632.545226417247
1978,0,365,NA
1979,6,359,696.383558377629,603.364167479944,706.504922584313,692.789893920383,854.401733774381,725.446560967264
1980,3,366,651.84646971598,644.004562564161,606.495950724307
1981,1,365,615.359644119995
1982,2,365,618.819436523326,615.228242272157
1983,6,365,700.188319835748,690.971940230409,673.471541006045,621.072658834265,744.480780198472,678.277860157408
1984,0,366,NA
1985,3,365,1222.78008440744,991.074940116345,1941.68130489335
1986,0,365,NA
1987,1,365,737.009125128322
1988,3,366,638.455115775066,626.124443937493,610.76685297137
1989,1,365,613.898368883313
1990,2,365,626.53655754534,604.66202805977
1991,1,365,605.053952321204
1992,3,355,718.742279359377,1024.86398575837,647.913831771833
1993,4,361,611.095764017755,667.893414297212,712.850576023725,691.589825481921
1994,3,365,867.809741074484,1064.63134481579,1096.32508269648
1995,4,365,897.092277860157,1114.19402304095,1686.34812364549,607.77506558686
1996,1,359,647.505527374174
1997,0,365,NA
1998,6,353,707.498184200997,772.05493109275,677.480846457184,723.605974779302,1495.13273449644,1115.85464621083
1999,1,334,673.786390016486
2000,3,366,710.534732519676,662.686095585719,796.926200524695
2001,2,365,663.891068780655,687.382571004905
2002,2,365,1096.21523655017,648.266565396985
2003,3,363,649.674002376568,738.655868598152,614.017223679708
2004,1,366,1289.41793087715
2005,5,365,607.350747119881,1068.72784304779,2102.00741416676,1013.18729325881,862.050872590396
2006,3,329,739.914304512847,691.5794098533,631.253186515784
2007,1,339,619.370239699422
2008,1,289,851.9740311095
2009,5,365,698.201209079503,986.41245580016,605.516938519448,628.961332268735,707.809512946276
2010,2,365,646.786015740846,638.950838371165
2011,3,365,726.47393635223,730.024067525949,654.269989734231
2012,2,366,1029.23862210562,1099.76263259952
2013,0,365,NA
2014,3,365,653.276947644576,613.55948443025,762.940914794114
2015,1,365,801.511691570663
2016,3,366,689.159233489221,788.478498916391,1007.07516824455
2017,2,365,621.917075396373,1037.80130033079
2018,6,365,1025.07562450097,691.113835975818,2404.11383597582,679.113835975818,711.113835975818,655.113835975818
