"year","counts","time_length","excesses","excesses","excesses"
1920,3,213,1450.60602258469,1298.60602258469,1298.60602258469
1921,1,334,1437.92300674989
1922,0,0,NA
1923,0,0,NA
1924,0,0,NA
1925,0,0,NA
1926,0,41,NA
1927,2,307,1746.91715321673,1535.85704337774
1928,1,366,1443.56153758412
1929,3,365,1535.0198471541,1519.30489335006,1381.39534618456
1930,1,365,1328.96384167902
1931,3,365,1404.17337743812,1607.99019048705,1302.07300102658
1932,4,366,1535.02167217977,1360.58172693054,1329.24820349036,1753.9887076537
1933,2,365,1585.2888103114,1352.70206456028
1934,0,365,NA
1935,1,365,1647.12364548876
1936,2,366,1378.22174061823,1408.2888103114
1937,1,365,1474.67354853428
1938,1,365,1691.45990646743
1939,1,365,1401.86882628037
1940,4,366,1369.65894832896,1308.91125812707,1367.82913197217,1407.16333979697
1941,0,365,NA
1942,3,365,1324.51534162199,1411.95220714041,1375.66305463671
1943,2,365,1470.34709706855,1621.43926086461
1944,2,366,1764.97365119197,1573.21866088742
1945,5,365,1401.43549674917,1344.3794912741,1433.32314360671,1340.50781339113,1340.9773012433
1946,2,365,1361.29268849093,1305.22174061823
1947,2,365,1309.69807231664,1437.99977187179
1948,1,366,1343.95608531995
1949,2,365,1309.60088970001,1356.20793886164
1950,4,365,1308.69784418843,1298.19915592563,2068.54568267366,1606.49127409604
1951,1,365,1418.42431846698
1952,2,366,1317.51020873731,1324.6035131744
1953,2,365,1563.43743583894,2168.73879320178
1954,2,365,1410.7876126383,1479.43686551842
1955,3,365,1443.76685297137,1667.22767195164,1338.50941028858
1956,1,366,1348.14942397627
1957,1,365,1379.64224545764
1958,1,265,1309.11246720657
1959,4,365,1357.4108589027,1450.67582981636,1341.6884909319,1580.19596213072
1960,3,366,1511.89882513973,1722.56883768678,2334.58206912285
1961,6,365,1419.94228356336,1390.58606136649,1585.96076194821,1838.94285388388,1537.66910003422,1384.96521044827
1962,3,365,2003.50929622448,1617.57705030227,1380.20212159233
1963,4,365,1389.68632371393,1316.06649937265,1353.32428424775,1319.68039238052
1964,0,366,NA
1965,1,365,1358.94992585833
1966,3,365,1790.82605224136,1362.1983574769,1364.66875784191
1967,5,365,1328.71461161173,1361.1416676172,1364.16185696361,1304.70605680392,1307.0367286415
1968,3,366,1403.56712672522,1787.53222310939,1370.00068438462
1969,2,365,1409.33397969659,1604.97798562792
1970,1,365,1463.21101859245
1971,2,365,1366.91707539637,1297.62210562336
1972,4,366,1552.84532907494,1553.93372875556,1308.19516368199,1549.55753435227
1973,3,310,1356.52201060903,1357.22731561421,1409.29741829753
1974,2,301,1302.09227408097,1319.94041586318
1975,0,312,NA
1976,1,292,1384.47470090314
1977,3,234,1477.45675602656,1571.75828507628,1566.87523113538
1978,4,365,1481.12548777961,1303.98541705987,1811.74747933887,1491.81683810009
1979,3,330,1492.53065126308,1481.95559702223,1524.83111062635
1980,4,357,1396.19041255404,1301.64972551663,1747.60014909779,1414.16887272046
1981,2,347,1385.26757262081,1389.7502844802
1982,0,365,NA
1983,4,365,1372.68073457283,1311.73354625299,1362.89799507162,1384.37136110333
1984,2,357,1790.93440642003,1310.55366044079
1985,2,265,1320.67333438313,1375.72109480437
1986,1,365,1461.91461915795
1987,1,203,1325.4034979078
1988,0,225,NA
1989,2,187,1507.98166767074,1452.80282147956
1990,1,238,1420.112431966
1991,0,136,NA
1992,2,229,1307.92386018037,2101.16216758641
1993,5,263,1306.02964707636,1314.86070882458,1732.78141856687,1294.05749919494,1303.28754051676
1994,3,274,1444.95561397404,1492.86083185175,1313.35615773979
1995,2,124,1297.73836295087,1391.43124507222
1996,2,215,1306.00668038804,1717.4461960734
1997,1,49,1359.89765115945
1998,3,365,1367.49630645855,1316.99088949293,1470.71479780869
1999,1,365,1396.01003764115
2000,3,366,1305.15159119425,1293.61298798203,1294.88296410726
2001,0,245,NA
2002,2,365,1344.5185354169,1551.12410174518
2003,7,365,1509.85753393407,1384.95083837116,1477.15501311737,1336.42591536443,1336.31710341665,1400.5444491143,1403.28153135452
2004,0,245,NA
2005,4,365,1308.79206113836,1414.44393749287,1332.92802555036,1299.96110414053
2006,5,365,1366.36420668416,1493.91547849892,1339.44142808258,1448.92049731949,1366.40755089274
2007,3,363,1535.64834021634,1301.31835276339,1378.78852515113
2008,3,366,1350.20371848979,1464.03330671838,1358.64902475191
2009,3,365,1297.64822630318,1451.75213870195,1354.36694422265
2010,5,365,1675.74289950952,1356.43253108247,1309.5042774039,1327.25139728527,1311.67297821376
2011,5,365,1557.3060339911,1367.61252423862,1967.59986312308,1386.94000228128,1341.95619938405
2012,4,366,1451.25892551614,3383.22778601574,1309.55937036615,1390.61651648226
2013,2,365,1361.19185582297,1351.23109387476
2014,4,365,1412.81202235656,1460.71826166305,1345.01562678225,1339.52286985286
2015,3,365,1298.99041861526,1316.64674346983,1360.88867343447
2016,4,366,1480.62769476446,1394.7874985742,1543.06113835976,1392.37504277404
2017,6,365,1413.65073571347,1420.15250370708,1332.28538838827,1367.73206341964,1301.76924831755,1311.99577962815
2018,7,365,1385.73605566328,1531.92813961446,1356.91821603741,1429.62484316186,1646.62484316186,1409.62484316186,1411.62484316186
