"year","counts","time_length","excesses"
1935,0,3,NA
1936,0,366,NA
1937,0,365,NA
1938,0,365,NA
1939,0,365,NA
1940,0,366,NA
1941,0,365,NA
1942,1,365,1057.84681190829
1943,0,327,NA
1944,1,366,1176.32325767081
1945,2,365,1023.04996007756,1049.21923120794
1946,1,365,1070.5042774039
1947,0,365,NA
1948,0,366,NA
1949,0,365,NA
1950,0,365,NA
1951,0,365,NA
1952,1,366,1163.0057032052
1953,2,365,1023.01916276948,1038.77403900992
1954,1,365,1847.87327478043
1955,1,365,1192.55708908407
1956,1,366,1032.59370366146
1957,1,365,1056.72088513745
1958,1,365,1043.02383939774
1959,1,365,1032.28367742671
1960,0,170,NA
1961,2,364,1054.12355263542,1024.87377034033
1962,1,343,1182.5810698716
1963,0,351,NA
1964,2,366,1023.81884769715,1021.22231093875
1965,0,365,NA
1966,0,365,NA
1967,1,317,1015.69550425437
1968,0,334,NA
1969,2,365,1014.74905897114,1036.06136648797
1970,0,365,NA
1971,1,314,1030.13754415166
1972,0,366,NA
1973,2,365,1035.14668643778,1039.42523097981
1974,2,365,1011.70126611155,1014.78225162541
1975,0,333,NA
1976,2,366,1069.09432485799,1023.54351545569
1977,4,365,1028.05064446219,1082.21010607962,1023.48659746778,1075.85365575453
1978,1,365,1047.37458651762
1979,2,365,1221.59313334094,1036.23930649025
1980,2,366,1053.18626668188,1011.26451465724
1981,2,365,1066.32679365804,1106.76616858675
1982,1,365,1062.62415877723
1983,3,365,1034.91798790921,1040.79571118969,1035.47119881373
1984,4,366,1058.58127067412,1055.71301471427,1122.39317896658,1017.01939089768
1985,1,349,1201.97946846128
1986,2,361,1032.34139386335,1137.84582665945
1987,4,365,1331.27516394701,1054.73849233756,1026.07452518802,1023.60750541804
1988,1,366,1058.3967149538
1989,3,365,1091.39283677427,1156.59108018707,1212.82331470286
1990,2,356,1048.16453669401,1019.5326215577
1991,2,365,1012.40310254363,1115.93954602487
1992,2,366,1013.13014714269,1029.72613208623
1993,3,362,1069.59803809741,1516.85114634425,1052.73638765716
1994,3,365,1032.52947537245,1107.0709478727,1034.2322345158
1995,1,359,1040.54267931904
1996,4,363,1363.87227493484,1018.42331862139,1040.02949404231,1409.20907950268
1997,1,365,1040.30329645261
1998,3,355,1122.4844302498,1176.13151591194,1199.26565529828
1999,6,365,1056.35917738923,1415.0180495876,1301.95551000641,1032.96134899581,1031.97013193182,1041.28141287171
2000,1,310,1013.63874944947
2001,3,365,1073.90190487054,1055.8611839854,1124.60225846926
2002,4,365,1098.8950610243,1037.65814988023,1024.30375270902,1044.65883426486
2003,5,365,1097.6373902133,1143.35770503023,1128.57750655869,1011.67366259838,1012.46903159576
2004,2,366,1037.23097981065,1087.32690772214
2005,5,365,1090.91433785788,1043.22151249002,1041.98733888445,1082.37743812022,1194.7196304323
2006,5,365,1127.21444051557,1108.79457054865,1012.78213756131,1015.87509980609,1194.14908178396
2007,4,365,1039.27512261891,1105.32679365804,1083.90201893464,1034.91684726816
2008,8,366,1144.1360784761,1056.06957910346,1286.19345272043,1088.09775293715,1019.98152161515,1163.02612067982,1166.36318010722,1141.76445762519
2009,4,365,1138.16539295084,1148.19573400251,1079.63294171324,1072.02954260294
2010,2,365,1011.94867115319,1223.11201095015
2011,4,365,1067.3597581841,1079.12102201437,1032.2069122847,1050.96509638417
2012,4,366,1099.76377324056,1078.46378464697,1149.9800387818,1038.0312535645
2013,2,365,1023.51203376297,1096.02053153872
2014,2,365,1070.54556860956,1023.92893806319
2015,4,365,1030.79206113836,1074.83631801072,1198.11657351431,1124.89255161401
2016,4,366,1094.45694080073,1107.09490133455,1635.61868370024,1013.1303752709
2017,1,365,1067.18238850234
2018,5,365,1030.5041633398,1613.64457625185,1259.64457625185,1351.64457625185,1150.64457625185
