"year","counts","time_length","excesses"
1921,1,188,2349.53412095177
1922,1,365,2284.135964412
1923,2,365,2172.75556062507,2187.76936238166
1924,2,366,2218.97239648683,2189.5722596099
1925,0,365,NA
1926,4,365,2211.67811109844,2395.09615603969,2273.53153872476,2196.73525721455
1927,3,365,2217.34036728642,2186.61674461047,2279.9745637048
1928,3,366,2217.49891639101,2189.42306376183,2315.30363864492
1929,3,365,2292.68187521387,2304.15683814304,2186.33877038896
1930,1,365,2215.18934641268
1931,2,365,2395.48477244211,2663.12581270674
1932,1,366,2294.26018022128
1933,1,365,2502.22504847724
1934,1,365,2173.76799361241
1935,1,365,2207.84224934413
1936,2,366,2353.6544998289,2198.31960761948
1937,4,365,2176.75054180449,2241.73639785559,2333.14588798905,2241.89266567811
1938,2,365,2335.12695334778,2178.81373331812
1939,1,365,2361.8697387932
1940,3,366,2590.51112125014,2288.3483517737,2230.80757385651
1941,1,365,2195.36283791491
1942,0,365,NA
1943,2,365,2205.86426371621,2199.37812250485
1944,3,366,2230.4164480438,2184.76864994725,2577.34376115976
1945,3,247,2295.00205315387,2204.03091137219,2265.44599064674
1946,4,365,2198.12980495038,2200.15204745067,2185.10927341166,2217.28082582411
1947,4,365,2210.92745522984,2188.29508383712,2400.8074597924,2215.55321090453
1948,3,366,2310.21341393863,2174.55765940459,2247.0850918216
1949,1,365,2207.94467890955
1950,2,365,2324.46823314703,2291.4532907494
1951,1,365,2211.36671609445
1952,3,366,2196.79787840766,2320.6855252652,2412.83266795939
1953,3,365,2263.78031253564,2356.00661571803,2367.78966579218
1954,2,365,2203.54693737881,2417.53735599407
1955,4,365,2167.77825938177,2317.98779514087,2228.18273069465,2196.24500969545
1956,3,366,2474.59701152047,2199.49378350633,2211.77997034333
1957,1,365,2221.44256872362
1958,6,365,2176.71598038097,2172.63830272613,2263.46230181362,2468.54990304551,2278.36797079959,2250.91057374244
1959,5,365,2355.08623246264,2200.51967605794,2207.28299304209,2261.44576251854,2674.51100718604
1960,5,366,2177.75601688149,2207.2833352344,2330.91388160146,2204.69795825254,2313.46287213414
1961,4,355,2376.05748830843,2527.8384852287,2320.19546768019,2324.92171383052
1962,4,359,2174.85631938514,2445.48339104869,2212.11728346888,2241.49209811471
1963,5,365,2279.21849404293,2231.24113151591,2435.09022470628,2222.47496292917,2186.85046195962
1964,3,366,2255.53701380176,2199.97228242272,2226.3540549789
1965,1,365,2187.92825367857
1966,2,365,2239.39329303068,2239.40766510779
1967,5,365,2182.07630888559,2615.18774951523,2198.4447359416,2269.60876012319,2225.82571004905
1968,3,358,2172.24991445192,2238.69304893942,2295.51020418067
1969,2,355,2179.84486826188,2254.82860712062
1970,1,365,2211.54584220673
1971,4,341,2244.19333865633,2167.71721217049,2273.46862924327,2223.9257981722
1972,5,366,2593.11058202073,2195.86260665857,2241.46436063309,2265.9376069351,2378.48055207026
1973,1,365,2377.03775521843
1974,3,326,2201.27728983689,2343.77175772784,2373.63290903806
1975,0,365,NA
1976,3,359,2210.31405430114,2529.25736444144,2233.86814189575
1977,7,362,2254.01733774381,2224.18101973309,2276.33888445306,2181.71632257329,2167.94216949926,2224.66146551294,2193.53302933181
1978,2,365,2490.82286622014,2999.88058265677
1979,3,365,2703.94661799932,2363.34960647884,2222.7791718946
1980,4,366,2200.32804836318,2228.89700011406,2264.97490589711,2226.04448500057
1981,3,365,2312.3880460819,2204.98174974336,2312.48636933957
1982,2,365,2266.29268849093,2211.03741302612
1983,2,365,2189.86711531881,2262.12512832212
1984,2,366,2176.97752937151,2214.36318010722
1985,1,365,2285.45648454431
1986,4,365,2249.57933158435,2178.25447701608,2197.3484658378,2251.46880346755
1987,2,365,2693.91342534504,2371.71153188092
1988,1,366,2222.00057032052
1989,0,365,NA
1990,2,357,2183.47362801134,2358.78396343335
1991,2,365,2728.27033192654,2177.06216493669
1992,2,366,2178.28926656781,2676.79817635231
1993,3,354,2175.52339592571,2171.45838145,2330.24467621162
1994,2,361,2349.51321077693,2173.24081698804
1995,4,363,2248.92930791994,2190.31059768483,2181.52332723884,2456.90920610276
1996,1,366,2167.9698882061
1997,2,365,2269.67229382913,2200.24204402874
1998,1,365,2186.62438690544
1999,0,365,NA
2000,4,366,2302.49127409604,2215.05361012889,2189.06262119311,2178.0168814874
2001,1,363,2323.54657674656
2002,3,365,2167.84453062621,2270.82297251055,2492.46651581606
2003,3,362,2484.52183690651,2198.22050895116,2227.16769727099
2004,1,342,2167.76708109958
2005,3,365,2329.52252766055,2182.95722596099,2474.83403672864
2006,1,365,2480.9914451922
2007,1,363,2563.17687547371
2008,2,366,2204.31835291434,2218.51693851945
2009,4,354,2273.66544998289,2220.15248073967,2201.69268833634,2171.58615246318
2010,5,365,2378.56151461671,2203.1268312949,2221.79274552298,2195.33762974792,2449.5891410973
2011,3,365,2271.49903045512,2171.53290749401,2169.31230751682
2012,4,366,2207.27421010608,2459.6205087259,2226.91878635793,2224.7902361127
2013,4,365,2274.63374016197,2238.26941941371,2202.69704573971,2199.48808030113
2014,1,365,2536.45511577507
2015,3,365,2497.37835063306,2258.878293601,2205.39123987681
2016,7,366,2264.0678681419,2206.76879206114,2194.78544542033,2228.44359530056,2170.41576365918,2219.34013915821,2171.52560739135
2017,2,357,2321.32511484344,2178.13325902047
2018,6,365,2893.11721889082,2330.92791148626,2747.33648910688,2169.58412227672,2184.18033534847,2231.88741872933
