"year","counts","time_length","excesses"
1965,0,40,NA
1966,3,363,1559.5694080073,1407.43938802847,1369.94685922728
1967,6,336,1554.92792458601,1536.41417986148,1489.26489709484,1437.03136762861,1422.69658948329,1409.05497889814
1968,2,358,1467.44660051579,1454.27459296498
1969,1,92,1621.23221261679
1970,0,0,NA
1971,0,0,NA
1972,1,233,1702.13794690764
1973,4,347,1386.2632776183,1437.61116224456,1486.841913927,1611.12451020879
1974,1,304,1377.81569915527
1975,0,364,NA
1976,1,366,1450.55058743014
1977,3,342,1437.72655195887,1802.37962883332,1373.38533323858
1978,1,257,1424.61460208767
1979,2,359,1502.18834541818,1380.03433995339
1980,4,317,1502.04678487213,1368.75882585479,1960.83630107935,1418.65294841653
1981,2,365,1540.40675259496,1651.32344903543
1982,0,338,NA
1983,4,334,1422.03215218327,1413.27506681984,1530.09672891185,1416.73377693284
1984,3,361,1672.46768727845,1446.60371090683,1381.53804037869
1985,2,333,1910.22507452435,1478.84007448974
1986,2,353,1382.08657465496,1492.55582675038
1987,1,363,1612.29918251632
1988,0,356,NA
1989,3,350,1429.46971760724,1509.00901269108,1402.8291234716
1990,3,359,1373.76427274549,1425.44632271163,1427.45667164025
1991,2,360,1700.1482201568,1433.5873669573
1992,3,366,1808.04202647595,1522.13505189917,1800.86209649823
1993,4,365,1469.66271244439,1375.01542476559,1398.67996223565,1591.25507344815
1994,3,355,1832.32841666704,1368.021356099,1373.28539439994
1995,4,357,1374.84909920204,1379.43204438501,1399.16482263032,1467.25561765712
1996,4,366,1436.65210448272,1570.64480438006,1442.37413026121,1457.71803353485
1997,3,362,1374.81498802327,1376.8761817606,1479.89374763262
1998,3,365,1554.05526240393,1619.62546885995,1445.33266630492
1999,1,365,1439.42853883883
2000,2,364,1571.09559278511,1425.94991421093
2001,2,358,1437.18431594471,1366.4419867557
2002,0,344,NA
2003,2,268,1401.08163381756,1401.69175841986
2004,0,366,NA
2005,2,365,1525.23930649025,1430.9404585377
2006,4,365,1551.76981863807,1578.97493802107,1376.68510113273,1409.23614481929
2007,3,321,1507.34787378235,1496.93690081554,1414.70852097578
2008,4,348,1378.61492820526,1547.2337259696,1396.15860477999,1422.0682660096
2009,4,365,1449.1331128094,1367.56712672522,1503.9631572944,1549.11383597582
2010,0,365,NA
2011,3,365,1428.05361012889,1682.8470400365,1725.66316870081
2012,3,366,1555.8044941257,1758.90042203718,1413.84498688263
2013,1,365,1396.45762518535
2014,2,365,1391.05999771872,1490.81669898483
2015,2,365,1543.88570776777,1406.55606250713
2016,4,366,1413.16641952777,1729.21934527204,1563.91741758868,1435.71632257329
2017,2,365,1464.77997034333,1376.23976274666
2018,5,365,1387.28744154215,1440.99224364093,1587.43697958253,1611.43697958253,1363.43697958253
