"year","counts","time_length","excesses"
1981,0,275,NA
1982,0,365,NA
1983,2,365,615.91274096042,593.340025094103
1984,1,366,554.425687236227
1985,4,365,590.869624729098,1011.04117714155,845.56176571233,557.096156039694
1986,2,365,611.511691570663,579.268620964982
1987,3,365,562.36318010722,563.811223907836,607.96714953804
1988,2,366,579.842135280027,707.051214782708
1989,1,365,561.952093076309
1990,0,365,NA
1991,1,365,618.696475419186
1992,3,366,648.689403444736,586.291091593476,695.674118854796
1993,2,365,565.046081898027,735.189916733204
1994,1,365,683.427854454203
1995,3,365,589.360784761036,1031.01551271815,565.877038895859
1996,1,361,556.582795246249
1997,1,316,568.243911609243
1998,0,0,NA
1999,0,0,NA
2000,0,0,NA
2001,1,110,606.005656038546
2002,4,309,597.823612300509,886.205384856685,1047.53959268148,691.216449074776
2003,1,263,601.31805320208
2004,2,366,1932.4071264044,587.710734740093
2005,6,282,642.217472209328,597.974468492833,792.868062714217,566.708793647335,1704.38380363358,969.931399015921
2006,4,318,594.238771781507,574.96609752768,818.080073001027,707.834492985058
2007,2,365,561.863351203376,572.295426029428
2008,2,366,999.312421580928,1112.52549332725
2009,8,365,653.183529143379,566.74278544542,745.340025094103,585.094445078134,736.85468233147,899.090795026805,656.217520246378,592.030797308087
2010,0,365,NA
2011,2,365,782.939888217178,560.149538040379
2012,2,366,618.591308315273,990.860157408463
2013,0,365,NA
2014,3,365,560.996578076879,618.801756587202,571.35211588913
2015,2,365,710.952321204517,566.999885935896
2016,0,366,NA
2017,2,365,638.046994410859,1010.93076308886
2018,4,365,706.829816356792,839.829816356792,562.829816356792,564.829816356792
