"year","counts","time_length","excesses"
1994,0,71,NA
1995,2,365,1105.94095964128,1088.11596262192
1996,1,317,1109.36352229953
1997,0,365,NA
1998,1,345,1321.3628460915
1999,3,365,1082.31264970914,1105.86825595985,1079.80837230524
2000,0,360,NA
2001,3,365,1261.07402760351,1127.52070263488,1265.44097182617
2002,1,365,1124.26519904186
2003,2,365,1079.68643777803,1085.29964640128
2004,3,366,1442.9290521273,1529.6882628037,1095.96509638417
2005,2,365,1088.99737652561,1136.07824797536
2006,2,365,1140.61491958481,1142.40869168473
2007,2,295,1084.48429942265,1114.64068130927
2008,2,366,1191.29713699099,1087.69898482947
2009,1,365,1114.67662826509
2010,2,365,1169.89004220372,1090.02247062849
2011,1,365,1190.04357248774
2012,4,350,1080.84012340647,1254.56157886444,1179.65225982714,1130.8295154448
2013,3,365,1145.68735029086,1079.08760123189,1118.02703319265
2014,1,365,1109.59655526406
2015,2,365,1204.44085776206,1084.93418501198
2016,3,366,1099.92095357591,1115.38758982548,1229.57773468689
2017,3,365,1585.56621421239,1107.3314702863,1095.32656552983
2018,2,365,1200.89163910118,1209.27671951637
