"","x"
"mu0.type","gamma"
"mu0.shape","2.45483568331014"
"mu0.rate","0.00151014345742418"
"mu1.type","normal"
"mu1.mean","33.3219985246269"
"mu1.sd","118.246048666509"
"sigma.type","gamma"
"sigma.shape","1.45151285234979"
"sigma.rate","0.00980157955489957"
"xi.type","normal"
"xi.mean","-0.125115644411089"
"xi.sd","0.315702993856589"
