"","x"
"mu0.type","gamma"
"mu0.shape","2.50117336560528"
"mu0.rate","0.00155360600957451"
"mu1.type","normal"
"mu1.mean","59.682282121262"
"mu1.sd","112.425266487981"
"sigma0.type","gamma"
"sigma0.shape","28.3022486165794"
"sigma0.rate","5.94808463709451"
"sigma1.type","normal"
"sigma1.mean","-0.0671680818530507"
"sigma1.sd","0.49243390482083"
"xi.type","normal"
"xi.mean","-0.114577001114664"
"xi.sd","0.30734999857112"
