"","x"
"mu.type","gamma"
"mu.shape","2.52492398346137"
"mu.rate","0.00153208912731229"
"sigma.type","gamma"
"sigma.shape","1.79470825689306"
"sigma.rate","0.0124781666712981"
"xi0.type","normal"
"xi0.mean","-0.209988194649151"
"xi0.sd","0.34088129868849"
"xi1.type","normal"
"xi1.mean","0.142142334716582"
"xi1.sd","0.540327692791856"
