"","x"
"mu0.type","gamma"
"mu0.shape","2.69564061812645"
"mu0.rate","0.00162177160642317"
"mu1.type","normal"
"mu1.mean","-26.567775127535"
"mu1.sd","112.872531265521"
"sigma.type","gamma"
"sigma.shape","1.42581780489596"
"sigma.rate","0.00965680157601088"
"xi0.type","normal"
"xi0.mean","-0.088162879330937"
"xi0.sd","0.517509265968002"
"xi1.type","normal"
"xi1.mean","-0.0802427525068598"
"xi1.sd","0.609827805790244"
