"year","lsl_max"
1948,657.985097575399
1949,822.73698630137
1950,1256.04246575342
1951,910.114155251141
1953,920.882305936073
1954,631.789155251142
1955,687.693835616438
1956,842.456511839709
1957,865.647945205479
1958,832.396347031963
1959,840.13904109589
1960,939.445013661202
1961,668.393493150685
1962,706.801940639269
1963,1090.02910958904
1965,1050.89434608795
1966,892.592579908676
1967,701.541666666667
1968,1170.61706033533
1969,670.219406392694
1970,796.35502283105
1971,726.269657670289
1972,1320.07864516877
1973,828.190010357924
1974,950.026940639269
1975,722.049676847041
1976,818.909647228222
1977,652.16997716895
1978,749.384342507645
1979,851.086415525114
1980,619.21647819063
1981,767.682077625571
1982,1406.33732876712
1983,762.473173515982
1984,686.040755919854
1985,1531.97020547945
1986,686.889326232924
1987,1032.18424657534
1988,861.974192048361
1989,713.078494376865
1990,701.208079880638
1991,744.209109730849
1992,933.89116575592
1993,1186.22453945082
1994,678.425114155251
1995,988.993264840183
1996,1433.21265938069
1997,738.007213189833
1998,929.748716153128
1999,916.161301369863
2000,1095.21812386157
2001,1012.80136986301
2002,763.10502283105
2003,767.249429223744
2004,1123.75250455373
2005,956.749429223744
2006,867.345802469136
2007,962.972602739726
2008,886.622140896615
2009,827.365353229191
2010,747.299200913242
2011,910.949543378995
2012,1000.2093579235
2013,851.655936073059
2014,659.536187214612
2015,744.037100456621
2016,996.417463570127
2017,934.141666666667
2018,900.18401826484
