"","x"
"lambda.type","gamma"
"lambda.shape","35.0651637606051"
"lambda.rate","6093.9624312859"
"sigma.type","gamma"
"sigma.shape","2.40220446179209"
"sigma.rate","0.0190102096376265"
"xi0.type","normal"
"xi0.mean","-0.0579934909569106"
"xi0.sd","0.30275933768357"
"xi1.type","normal"
"xi1.mean","-0.0343661272193367"
"xi1.sd","0.351809969938353"
