"","x"
"lambda0.type","gamma"
"lambda0.shape","11.7432875597372"
"lambda0.rate","1806.60917145856"
"lambda1.type","normal"
"lambda1.mean","-0.00131868214767952"
"lambda1.sd","0.00264224959457659"
"sigma.type","gamma"
"sigma.shape","2.52343255330749"
"sigma.rate","0.0203463914615441"
"xi.type","normal"
"xi.mean","-0.0568205605562333"
"xi.sd","0.22710785035446"
