"","x"
"lambda.type","gamma"
"lambda.shape","35.0633524083791"
"lambda.rate","6093.65446207627"
"sigma0.type","gamma"
"sigma0.shape","54.5065910682693"
"sigma0.rate","11.7623815934813"
"sigma1.type","normal"
"sigma1.mean","0.0362375743863705"
"sigma1.sd","0.347344287427664"
"xi.type","normal"
"xi.mean","-0.0624696399085483"
"xi.sd","0.230079884365298"
