"","x"
"lambda.type","gamma"
"lambda.shape","35.0650914107942"
"lambda.rate","6093.95327099322"
"sigma.type","gamma"
"sigma.shape","2.52343076353808"
"sigma.rate","0.0203463721728498"
"xi.type","normal"
"xi.mean","-0.0568203490580566"
"xi.sd","0.227108652471247"
