"","x"
"lambda.type","gamma"
"lambda.shape","35.065090298528"
"lambda.rate","6093.95307832923"
"sigma.type","gamma"
"sigma.shape","2.52343097002779"
"sigma.rate","0.0203463740280486"
"xi.type","normal"
"xi.mean","-0.0568203518660747"
"xi.sd","0.227108646234849"
