"","x"
"lambda.type","gamma"
"lambda.shape","35.061322786047"
"lambda.rate","6093.3076134198"
"sigma0.type","gamma"
"sigma0.shape","48.7926283502408"
"sigma0.rate","10.6000864536661"
"sigma1.type","normal"
"sigma1.mean","0.0911730696625954"
"sigma1.sd","0.288895438657975"
"xi.type","normal"
"xi.mean","-0.0624067399323152"
"xi.sd","0.229817672449962"
