"","x"
"lambda0.type","gamma"
"lambda0.shape","11.4316607245685"
"lambda0.rate","2323.4221343762"
"lambda1.type","normal"
"lambda1.mean","0.001426931495624"
"lambda1.sd","0.00224123475762254"
"sigma.type","gamma"
"sigma.shape","2.52345121539435"
"sigma.rate","0.0203465721129133"
"xi.type","normal"
"xi.mean","-0.0568197647547568"
"xi.sd","0.227106836764585"
