"","x"
"lambda.type","gamma"
"lambda.shape","35.0575070304365"
"lambda.rate","6092.96026013133"
"sigma0.type","gamma"
"sigma0.shape","42.6935279396454"
"sigma0.rate","9.25897791979434"
"sigma1.type","normal"
"sigma1.mean","0.116119715046387"
"sigma1.sd","0.493080899792244"
"xi0.type","normal"
"xi0.mean","-0.0856131863296625"
"xi0.sd","0.300020689739699"
"xi1.type","normal"
"xi1.mean","-0.00565849881909973"
"xi1.sd","0.436232670449509"
