"","x"
"lambda.type","gamma"
"lambda.shape","35.0651637762866"
"lambda.rate","6093.96635460628"
"sigma.type","gamma"
"sigma.shape","2.5034382940028"
"sigma.rate","0.0200049756618731"
"xi0.type","normal"
"xi0.mean","-0.0749632735708267"
"xi0.sd","0.213004790960047"
"xi1.type","normal"
"xi1.mean","0.0109000974506586"
"xi1.sd","0.236226530186099"
