"","x"
"lambda0.type","gamma"
"lambda0.shape","17.2496675102357"
"lambda0.rate","3409.33799482234"
"lambda1.type","normal"
"lambda1.mean","0.00140849547105948"
"lambda1.sd","0.00197080770782178"
"sigma.type","gamma"
"sigma.shape","2.50319502316425"
"sigma.rate","0.0200026348171158"
"xi0.type","normal"
"xi0.mean","-0.0749727210101017"
"xi0.sd","0.2130003304692"
"xi1.type","normal"
"xi1.mean","0.0109426399301156"
"xi1.sd","0.236230711066263"
