"","x"
"lambda.type","gamma"
"lambda.shape","35.0657694534514"
"lambda.rate","6094.11873972259"
"sigma0.type","gamma"
"sigma0.shape","49.77829689151"
"sigma0.rate","10.7666950383443"
"sigma1.type","normal"
"sigma1.mean","0.0655215141165199"
"sigma1.sd","0.296566816939708"
"xi.type","normal"
"xi.mean","-0.0610270113216987"
"xi.sd","0.227666786749027"
