"","x"
"mu0.type","gamma"
"mu0.shape","2.47385793395131"
"mu0.rate","0.00151803533101355"
"mu1.type","normal"
"mu1.mean","30.847445765511"
"mu1.sd","113.563126145878"
"sigma.type","gamma"
"sigma.shape","1.44139923330232"
"sigma.rate","0.00969197026287206"
"xi.type","normal"
"xi.mean","-0.126002115255407"
"xi.sd","0.315166817465975"
