"","x"
"mu.type","gamma"
"mu.shape","2.53238750735113"
"mu.rate","0.0015379049648638"
"sigma.type","gamma"
"sigma.shape","1.79356389115258"
"sigma.rate","0.0123456346194771"
"xi0.type","normal"
"xi0.mean","-0.162313222858822"
"xi0.sd","0.26679905173731"
"xi1.type","normal"
"xi1.mean","0.0796096793651548"
"xi1.sd","0.531538724211969"
